event_id_cnty,event_date,year,event_type,sub_event_type,admin1,admin2,location,latitude,longitude,fatalities,notes
GHA6310,2013-11-27,2013,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.474,0.5639,0,Event recorded in Oti on 2013-11-27
GHA6311,2013-12-20,2013,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.9135,0.2094,2,Event recorded in Oti on 2013-12-20
GHA6312,2014-02-05,2014,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.4131,-0.2091,0,Event recorded in Oti on 2014-02-05
GHA6313,2014-02-19,2014,Battles,Battles,Oti,Oti,Oti,8.3516,0.4545,0,Event recorded in Oti on 2014-02-19
GHA6314,2014-03-02,2014,Battles,Battles,Oti,Oti,Oti,8.3894,0.0875,0,Event recorded in Oti on 2014-03-02
GHA6315,2014-04-07,2014,Strategic developments,Strategic developments,Oti,Oti,Oti,8.0066,0.0198,0,Event recorded in Oti on 2014-04-07
GHA6316,2014-04-16,2014,Protests,Protests,Oti,Oti,Oti,8.7285,0.2413,0,Event recorded in Oti on 2014-04-16
GHA6317,2014-04-27,2014,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.2149,0.1602,0,Event recorded in Oti on 2014-04-27
GHA6318,2014-05-30,2014,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.526,0.4818,0,Event recorded in Oti on 2014-05-30
GHA6319,2014-07-10,2014,Battles,Battles,Oti,Oti,Oti,7.5983,0.5769,0,Event recorded in Oti on 2014-07-10
GHA6320,2014-07-19,2014,Strategic developments,Strategic developments,Oti,Oti,Oti,8.0221,0.6103,0,Event recorded in Oti on 2014-07-19
GHA6321,2014-07-26,2014,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0272,-0.0953,1,Event recorded in Oti on 2014-07-26
GHA6322,2014-08-07,2014,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.5686,0.3258,2,Event recorded in Oti on 2014-08-07
GHA6323,2014-08-28,2014,Protests,Protests,Oti,Oti,Oti,8.011,-0.1933,0,Event recorded in Oti on 2014-08-28
GHA6324,2014-10-20,2014,Riots,Riots,Oti,Oti,Oti,7.7875,0.549,0,Event recorded in Oti on 2014-10-20
GHA6325,2014-11-10,2014,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0892,0.3004,1,Event recorded in Oti on 2014-11-10
GHA6326,2014-11-12,2014,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.8687,0.2565,0,Event recorded in Oti on 2014-11-12
GHA6327,2014-12-11,2014,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.4194,-0.0079,2,Event recorded in Oti on 2014-12-11
GHA6328,2014-12-17,2014,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.6693,-0.1207,0,Event recorded in Oti on 2014-12-17
GHA6329,2014-12-19,2014,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.4992,0.1426,1,Event recorded in Oti on 2014-12-19
GHA6330,2014-12-23,2014,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2496,0.4907,3,Event recorded in Oti on 2014-12-23
GHA6331,2015-02-04,2015,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0589,-0.0106,3,Event recorded in Oti on 2015-02-04
GHA6332,2015-02-07,2015,Strategic developments,Strategic developments,Oti,Oti,Oti,8.5679,-0.0298,0,Event recorded in Oti on 2015-02-07
GHA6333,2015-03-25,2015,Battles,Battles,Oti,Oti,Oti,8.1424,0.1173,0,Event recorded in Oti on 2015-03-25
GHA6334,2015-04-21,2015,Protests,Protests,Oti,Oti,Oti,8.2898,-0.5665,0,Event recorded in Oti on 2015-04-21
GHA6335,2015-04-29,2015,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.9373,-0.1015,3,Event recorded in Oti on 2015-04-29
GHA6336,2015-05-16,2015,Riots,Riots,Oti,Oti,Oti,8.0474,0.3395,0,Event recorded in Oti on 2015-05-16
GHA6337,2015-06-08,2015,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.304,0.623,0,Event recorded in Oti on 2015-06-08
GHA6338,2015-06-29,2015,Battles,Battles,Oti,Oti,Oti,8.0588,-0.1707,3,Event recorded in Oti on 2015-06-29
GHA6339,2015-08-13,2015,Riots,Riots,Oti,Oti,Oti,8.0916,0.4637,0,Event recorded in Oti on 2015-08-13
GHA6340,2015-11-21,2015,Strategic developments,Strategic developments,Oti,Oti,Oti,7.8655,0.0465,0,Event recorded in Oti on 2015-11-21
GHA6341,2015-12-07,2015,Battles,Battles,Oti,Oti,Oti,8.3161,0.2019,2,Event recorded in Oti on 2015-12-07
GHA6342,2016-01-11,2016,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.459,-0.3714,0,Event recorded in Oti on 2016-01-11
GHA6343,2016-01-17,2016,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.1197,-0.0661,0,Event recorded in Oti on 2016-01-17
GHA6344,2016-03-02,2016,Protests,Protests,Oti,Oti,Oti,8.1424,0.6977,0,Event recorded in Oti on 2016-03-02
GHA6345,2016-04-11,2016,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.8135,0.407,1,Event recorded in Oti on 2016-04-11
GHA6346,2016-04-15,2016,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.321,0.3887,2,Event recorded in Oti on 2016-04-15
GHA6347,2016-04-17,2016,Riots,Riots,Oti,Oti,Oti,8.1548,0.5559,0,Event recorded in Oti on 2016-04-17
GHA6348,2016-04-22,2016,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.5696,-0.4258,0,Event recorded in Oti on 2016-04-22
GHA6349,2016-04-26,2016,Protests,Protests,Oti,Oti,Oti,8.2249,0.3666,0,Event recorded in Oti on 2016-04-26
GHA6350,2016-05-02,2016,Riots,Riots,Oti,Oti,Oti,8.6333,0.1823,0,Event recorded in Oti on 2016-05-02
GHA6351,2016-06-01,2016,Riots,Riots,Oti,Oti,Oti,8.8896,0.2492,0,Event recorded in Oti on 2016-06-01
GHA6352,2016-07-12,2016,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,7.9723,0.4797,0,Event recorded in Oti on 2016-07-12
GHA6353,2016-07-22,2016,Battles,Battles,Oti,Oti,Oti,7.9318,-0.2989,1,Event recorded in Oti on 2016-07-22
GHA6354,2016-07-25,2016,Protests,Protests,Oti,Oti,Oti,8.0949,-0.6223,0,Event recorded in Oti on 2016-07-25
GHA6355,2016-07-29,2016,Protests,Protests,Oti,Oti,Oti,8.0213,0.3296,0,Event recorded in Oti on 2016-07-29
GHA6356,2016-07-31,2016,Strategic developments,Strategic developments,Oti,Oti,Oti,8.3926,0.3043,0,Event recorded in Oti on 2016-07-31
GHA6357,2016-09-02,2016,Protests,Protests,Oti,Oti,Oti,8.2886,-0.2304,0,Event recorded in Oti on 2016-09-02
GHA6358,2016-10-15,2016,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.4332,-0.0147,2,Event recorded in Oti on 2016-10-15
GHA6359,2016-10-29,2016,Riots,Riots,Oti,Oti,Oti,7.82,0.1886,0,Event recorded in Oti on 2016-10-29
GHA6360,2016-11-03,2016,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.5874,0.0743,2,Event recorded in Oti on 2016-11-03
GHA6361,2016-12-04,2016,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2805,0.1745,2,Event recorded in Oti on 2016-12-04
GHA6362,2016-12-10,2016,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.5128,0.0955,0,Event recorded in Oti on 2016-12-10
GHA6363,2016-12-11,2016,Strategic developments,Strategic developments,Oti,Oti,Oti,7.6922,0.292,0,Event recorded in Oti on 2016-12-11
GHA6364,2016-12-24,2016,Riots,Riots,Oti,Oti,Oti,7.9362,0.2094,0,Event recorded in Oti on 2016-12-24
GHA6365,2017-01-01,2017,Strategic developments,Strategic developments,Oti,Oti,Oti,7.6784,0.3405,0,Event recorded in Oti on 2017-01-01
GHA6366,2017-01-08,2017,Strategic developments,Strategic developments,Oti,Oti,Oti,8.5818,0.5718,0,Event recorded in Oti on 2017-01-08
GHA6367,2017-01-12,2017,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.1799,0.3079,1,Event recorded in Oti on 2017-01-12
GHA6368,2017-01-16,2017,Protests,Protests,Oti,Oti,Oti,7.8811,0.0033,0,Event recorded in Oti on 2017-01-16
GHA6369,2017-01-23,2017,Strategic developments,Strategic developments,Oti,Oti,Oti,8.5066,-0.2333,0,Event recorded in Oti on 2017-01-23
GHA6370,2017-01-28,2017,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.3443,0.5611,0,Event recorded in Oti on 2017-01-28
GHA6371,2017-02-27,2017,Battles,Battles,Oti,Oti,Oti,8.0432,0.0412,2,Event recorded in Oti on 2017-02-27
GHA6372,2017-03-08,2017,Riots,Riots,Oti,Oti,Oti,7.9812,-0.1956,0,Event recorded in Oti on 2017-03-08
GHA6373,2017-03-11,2017,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.6251,-0.1199,0,Event recorded in Oti on 2017-03-11
GHA6374,2017-03-20,2017,Protests,Protests,Oti,Oti,Oti,7.7585,0.4176,0,Event recorded in Oti on 2017-03-20
GHA6375,2017-05-02,2017,Riots,Riots,Oti,Oti,Oti,8.4108,0.2744,0,Event recorded in Oti on 2017-05-02
GHA6376,2017-05-23,2017,Protests,Protests,Oti,Oti,Oti,8.5481,-0.006,0,Event recorded in Oti on 2017-05-23
GHA6377,2017-07-28,2017,Riots,Riots,Oti,Oti,Oti,7.4345,0.6349,0,Event recorded in Oti on 2017-07-28
GHA6378,2017-12-14,2017,Riots,Riots,Oti,Oti,Oti,9.0686,-0.3996,0,Event recorded in Oti on 2017-12-14
GHA6379,2017-12-18,2017,Protests,Protests,Oti,Oti,Oti,7.8892,-0.109,0,Event recorded in Oti on 2017-12-18
GHA6380,2018-01-06,2018,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.5332,-0.219,0,Event recorded in Oti on 2018-01-06
GHA6381,2018-01-20,2018,Riots,Riots,Oti,Oti,Oti,8.0655,-0.1348,0,Event recorded in Oti on 2018-01-20
GHA6382,2018-01-24,2018,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.5979,0.2462,1,Event recorded in Oti on 2018-01-24
GHA6383,2018-02-05,2018,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.3122,0.1271,0,Event recorded in Oti on 2018-02-05
GHA6384,2018-02-20,2018,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.1909,-0.2586,0,Event recorded in Oti on 2018-02-20
GHA6385,2018-04-12,2018,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,7.6571,-0.1059,0,Event recorded in Oti on 2018-04-12
GHA6386,2018-04-13,2018,Battles,Battles,Oti,Oti,Oti,8.1674,0.6203,2,Event recorded in Oti on 2018-04-13
GHA6387,2018-04-22,2018,Protests,Protests,Oti,Oti,Oti,8.3499,0.0435,0,Event recorded in Oti on 2018-04-22
GHA6388,2018-05-01,2018,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.3823,-0.4205,0,Event recorded in Oti on 2018-05-01
GHA6389,2018-06-08,2018,Riots,Riots,Oti,Oti,Oti,8.0116,0.0189,0,Event recorded in Oti on 2018-06-08
GHA6390,2018-06-12,2018,Strategic developments,Strategic developments,Oti,Oti,Oti,7.9357,0.386,0,Event recorded in Oti on 2018-06-12
GHA6391,2018-06-16,2018,Strategic developments,Strategic developments,Oti,Oti,Oti,7.8544,0.0689,0,Event recorded in Oti on 2018-06-16
GHA6392,2018-08-19,2018,Strategic developments,Strategic developments,Oti,Oti,Oti,8.4971,0.2888,0,Event recorded in Oti on 2018-08-19
GHA6393,2018-09-10,2018,Riots,Riots,Oti,Oti,Oti,8.3027,0.4611,0,Event recorded in Oti on 2018-09-10
GHA6394,2018-09-28,2018,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.295,0.536,3,Event recorded in Oti on 2018-09-28
GHA6395,2018-10-14,2018,Strategic developments,Strategic developments,Oti,Oti,Oti,8.0994,-0.0116,0,Event recorded in Oti on 2018-10-14
GHA6396,2018-12-06,2018,Battles,Battles,Oti,Oti,Oti,8.255,0.2493,1,Event recorded in Oti on 2018-12-06
GHA6397,2018-12-16,2018,Riots,Riots,Oti,Oti,Oti,7.6101,-0.1647,0,Event recorded in Oti on 2018-12-16
GHA6398,2018-12-18,2018,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.0324,1.1393,0,Event recorded in Oti on 2018-12-18
GHA6399,2019-03-02,2019,Protests,Protests,Oti,Oti,Oti,8.1239,0.0512,0,Event recorded in Oti on 2019-03-02
GHA6400,2019-03-26,2019,Protests,Protests,Oti,Oti,Oti,8.3594,0.1065,0,Event recorded in Oti on 2019-03-26
GHA6401,2019-04-21,2019,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.9369,0.527,2,Event recorded in Oti on 2019-04-21
GHA6402,2019-05-01,2019,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.872,-0.094,1,Event recorded in Oti on 2019-05-01
GHA6403,2019-06-19,2019,Protests,Protests,Oti,Oti,Oti,8.2492,0.5876,0,Event recorded in Oti on 2019-06-19
GHA6404,2019-06-27,2019,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0499,0.6011,0,Event recorded in Oti on 2019-06-27
GHA6405,2019-08-08,2019,Protests,Protests,Oti,Oti,Oti,8.2721,0.6971,0,Event recorded in Oti on 2019-08-08
GHA6406,2019-09-21,2019,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2277,0.3137,0,Event recorded in Oti on 2019-09-21
GHA6407,2019-10-05,2019,Protests,Protests,Oti,Oti,Oti,7.349,0.0851,0,Event recorded in Oti on 2019-10-05
GHA6408,2019-12-17,2019,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.977,0.0009,0,Event recorded in Oti on 2019-12-17
GHA6409,2020-01-08,2020,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.1225,-0.0016,0,Event recorded in Oti on 2020-01-08
GHA6410,2020-01-15,2020,Protests,Protests,Oti,Oti,Oti,7.6019,-0.0052,0,Event recorded in Oti on 2020-01-15
GHA6411,2020-01-21,2020,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.5554,0.1395,0,Event recorded in Oti on 2020-01-21
GHA6412,2020-01-22,2020,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1186,0.1602,0,Event recorded in Oti on 2020-01-22
GHA6413,2020-01-29,2020,Battles,Battles,Oti,Oti,Oti,8.4267,-0.1064,4,Event recorded in Oti on 2020-01-29
GHA6414,2020-02-06,2020,Protests,Protests,Oti,Oti,Oti,8.104,0.2563,0,Event recorded in Oti on 2020-02-06
GHA6415,2020-02-07,2020,Battles,Battles,Oti,Oti,Oti,7.4315,0.3914,0,Event recorded in Oti on 2020-02-07
GHA6416,2020-02-10,2020,Protests,Protests,Oti,Oti,Oti,8.3499,0.1975,0,Event recorded in Oti on 2020-02-10
GHA6417,2020-02-11,2020,Protests,Protests,Oti,Oti,Oti,8.1114,0.2436,0,Event recorded in Oti on 2020-02-11
GHA6418,2020-02-25,2020,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.5041,0.214,0,Event recorded in Oti on 2020-02-25
GHA6419,2020-03-05,2020,Battles,Battles,Oti,Oti,Oti,7.9957,0.3028,2,Event recorded in Oti on 2020-03-05
GHA6420,2020-03-23,2020,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,7.9009,0.4294,0,Event recorded in Oti on 2020-03-23
GHA6421,2020-05-11,2020,Riots,Riots,Oti,Oti,Oti,8.1071,0.4905,0,Event recorded in Oti on 2020-05-11
GHA6422,2020-06-03,2020,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.1249,-0.0019,0,Event recorded in Oti on 2020-06-03
GHA6423,2020-06-06,2020,Battles,Battles,Oti,Oti,Oti,7.7456,0.2149,2,Event recorded in Oti on 2020-06-06
GHA6424,2020-06-19,2020,Riots,Riots,Oti,Oti,Oti,8.131,0.3933,0,Event recorded in Oti on 2020-06-19
GHA6425,2020-07-11,2020,Protests,Protests,Oti,Oti,Oti,8.162,0.5939,0,Event recorded in Oti on 2020-07-11
GHA6426,2020-07-14,2020,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2729,0.305,1,Event recorded in Oti on 2020-07-14
GHA6427,2020-07-17,2020,Strategic developments,Strategic developments,Oti,Oti,Oti,8.2394,-0.0695,0,Event recorded in Oti on 2020-07-17
GHA6428,2020-07-26,2020,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.4674,0.5567,1,Event recorded in Oti on 2020-07-26
GHA6429,2020-08-09,2020,Strategic developments,Strategic developments,Oti,Oti,Oti,8.2543,0.0622,0,Event recorded in Oti on 2020-08-09
GHA6430,2020-08-10,2020,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.4508,0.529,0,Event recorded in Oti on 2020-08-10
GHA6431,2020-08-23,2020,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,7.8765,0.1809,0,Event recorded in Oti on 2020-08-23
GHA6432,2020-09-13,2020,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.637,0.3535,0,Event recorded in Oti on 2020-09-13
GHA6433,2020-09-29,2020,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.3885,-0.2332,0,Event recorded in Oti on 2020-09-29
GHA6434,2020-11-27,2020,Strategic developments,Strategic developments,Oti,Oti,Oti,8.7455,-0.0794,0,Event recorded in Oti on 2020-11-27
GHA6435,2020-11-29,2020,Strategic developments,Strategic developments,Oti,Oti,Oti,7.8488,-0.0039,0,Event recorded in Oti on 2020-11-29
GHA6436,2020-12-24,2020,Riots,Riots,Oti,Oti,Oti,7.9532,-0.2599,0,Event recorded in Oti on 2020-12-24
GHA6437,2020-12-26,2020,Riots,Riots,Oti,Oti,Oti,8.3182,-0.1244,0,Event recorded in Oti on 2020-12-26
GHA6438,2021-01-03,2021,Protests,Protests,Oti,Oti,Oti,8.1478,0.1548,0,Event recorded in Oti on 2021-01-03
GHA6439,2021-01-04,2021,Riots,Riots,Oti,Oti,Oti,8.2862,0.2927,0,Event recorded in Oti on 2021-01-04
GHA6440,2021-01-20,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.549,0.2787,5,Event recorded in Oti on 2021-01-20
GHA6441,2021-01-26,2021,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.6535,0.2984,0,Event recorded in Oti on 2021-01-26
GHA6442,2021-02-04,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.3009,-0.0865,0,Event recorded in Oti on 2021-02-04
GHA6443,2021-02-11,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2362,0.0373,2,Event recorded in Oti on 2021-02-11
GHA6444,2021-02-15,2021,Protests,Protests,Oti,Oti,Oti,8.018,0.2249,0,Event recorded in Oti on 2021-02-15
GHA6445,2021-03-07,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2454,-0.0326,3,Event recorded in Oti on 2021-03-07
GHA6446,2021-04-09,2021,Strategic developments,Strategic developments,Oti,Oti,Oti,7.9596,-0.0847,0,Event recorded in Oti on 2021-04-09
GHA6447,2021-04-17,2021,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.8315,0.3778,0,Event recorded in Oti on 2021-04-17
GHA6448,2021-04-20,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.6445,0.7613,1,Event recorded in Oti on 2021-04-20
GHA6449,2021-07-04,2021,Protests,Protests,Oti,Oti,Oti,7.5589,0.3899,0,Event recorded in Oti on 2021-07-04
GHA6450,2021-07-14,2021,Riots,Riots,Oti,Oti,Oti,8.0581,-0.0966,0,Event recorded in Oti on 2021-07-14
GHA6451,2021-07-27,2021,Protests,Protests,Oti,Oti,Oti,7.9147,-0.1107,0,Event recorded in Oti on 2021-07-27
GHA6452,2021-08-10,2021,Strategic developments,Strategic developments,Oti,Oti,Oti,7.9843,0.4209,0,Event recorded in Oti on 2021-08-10
GHA6453,2021-08-12,2021,Strategic developments,Strategic developments,Oti,Oti,Oti,8.0581,0.5072,0,Event recorded in Oti on 2021-08-12
GHA6454,2021-08-13,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.5897,0.3447,1,Event recorded in Oti on 2021-08-13
GHA6455,2021-10-14,2021,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.7966,0.3242,1,Event recorded in Oti on 2021-10-14
GHA6456,2021-10-17,2021,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.0842,-0.0821,0,Event recorded in Oti on 2021-10-17
GHA6457,2021-11-11,2021,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.1836,0.6425,0,Event recorded in Oti on 2021-11-11
GHA6458,2021-11-26,2021,Strategic developments,Strategic developments,Oti,Oti,Oti,8.2634,-0.1385,0,Event recorded in Oti on 2021-11-26
GHA6459,2022-01-31,2022,Battles,Battles,Oti,Oti,Oti,8.1024,0.2398,2,Event recorded in Oti on 2022-01-31
GHA6460,2022-02-01,2022,Riots,Riots,Oti,Oti,Oti,8.3527,0.0624,0,Event recorded in Oti on 2022-02-01
GHA6461,2022-02-03,2022,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.8847,0.44,0,Event recorded in Oti on 2022-02-03
GHA6462,2022-02-08,2022,Riots,Riots,Oti,Oti,Oti,8.1643,0.1293,0,Event recorded in Oti on 2022-02-08
GHA6463,2022-02-23,2022,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.1163,0.4394,0,Event recorded in Oti on 2022-02-23
GHA6464,2022-02-28,2022,Riots,Riots,Oti,Oti,Oti,7.681,0.2691,0,Event recorded in Oti on 2022-02-28
GHA6465,2022-03-04,2022,Battles,Battles,Oti,Oti,Oti,7.8738,0.0974,1,Event recorded in Oti on 2022-03-04
GHA6466,2022-03-06,2022,Riots,Riots,Oti,Oti,Oti,7.968,-0.2366,0,Event recorded in Oti on 2022-03-06
GHA6467,2022-03-09,2022,Protests,Protests,Oti,Oti,Oti,8.4125,0.3275,0,Event recorded in Oti on 2022-03-09
GHA6468,2022-03-21,2022,Riots,Riots,Oti,Oti,Oti,8.1885,0.0739,0,Event recorded in Oti on 2022-03-21
GHA6469,2022-03-24,2022,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.3387,-0.2157,0,Event recorded in Oti on 2022-03-24
GHA6470,2022-03-29,2022,Protests,Protests,Oti,Oti,Oti,8.076,0.0336,0,Event recorded in Oti on 2022-03-29
GHA6471,2022-04-07,2022,Riots,Riots,Oti,Oti,Oti,8.3968,0.5484,0,Event recorded in Oti on 2022-04-07
GHA6472,2022-04-29,2022,Riots,Riots,Oti,Oti,Oti,7.6545,0.3176,0,Event recorded in Oti on 2022-04-29
GHA6473,2022-04-30,2022,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.7857,0.57,2,Event recorded in Oti on 2022-04-30
GHA6474,2022-05-04,2022,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.4972,0.428,0,Event recorded in Oti on 2022-05-04
GHA6475,2022-05-13,2022,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.7804,-0.0927,0,Event recorded in Oti on 2022-05-13
GHA6476,2022-05-16,2022,Protests,Protests,Oti,Oti,Oti,8.0526,-0.2556,0,Event recorded in Oti on 2022-05-16
GHA6477,2022-06-03,2022,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.008,0.0311,0,Event recorded in Oti on 2022-06-03
GHA6478,2022-07-10,2022,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0454,0.8419,3,Event recorded in Oti on 2022-07-10
GHA6479,2022-07-12,2022,Protests,Protests,Oti,Oti,Oti,8.0639,0.4054,0,Event recorded in Oti on 2022-07-12
GHA6480,2022-07-23,2022,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.466,-0.1086,0,Event recorded in Oti on 2022-07-23
GHA6481,2022-07-26,2022,Battles,Battles,Oti,Oti,Oti,8.257,0.611,2,Event recorded in Oti on 2022-07-26
